,0,1,2,3,4,5
488,898.664398,1.4e-30,4,6,1207,1203
489,898.876454,6.0999999999999995e-33,4,6,1207,1203
490,899.3873970000001,4.01e-31,5,6,1207,1203
491,899.4869160000001,7.040000000000001e-33,4,6,1207,1203
492,900.053627,2.9499999999999997e-31,4,6,1207,1203
493,900.627257,9.959999999999999e-33,4,6,1207,1203
494,900.6616050000001,6.849999999999999e-32,4,6,1207,1203
495,900.918319,6.36e-32,4,6,1207,1203
496,901.514052,1.35e-32,4,6,1207,1203
497,903.5481199999999,1.6399999999999997e-32,4,6,1207,1203
498,903.825684,6.58e-32,4,6,1207,1203
499,904.123683,2.37e-32,4,6,1207,1203
500,904.6598740000001,3e-30,4,6,1207,1203
501,905.945533,7.649999999999999e-33,4,6,1207,1203
502,906.3236029999999,1.28e-31,4,6,1207,1203
503,906.327467,1.35e-30,4,6,1207,1203
504,906.366618,6.42e-32,4,6,1207,1203
505,906.436376,7.08e-32,4,6,1207,1203
506,906.4393380000001,3.54e-32,4,6,1207,1203
507,906.589802,6.18e-33,4,6,1207,1203
508,906.969458,1.71e-32,4,6,1207,1203
509,907.2409230000001,2.6e-30,5,6,1207,1203
510,907.560693,1.1e-31,4,6,1207,1203
511,907.812323,2.1e-31,4,6,1207,1203
512,907.85774,8.690000000000001e-33,5,6,1207,1203
513,907.980441,3.5799999999999997e-32,4,6,1207,1203
514,907.98102,1.7899999999999998e-32,4,6,1207,1203
515,908.2917689999999,1.1799999999999998e-32,5,6,1207,1203
516,908.411445,4.2499999999999996e-32,4,6,1207,1203
517,908.435017,1.09e-32,4,6,1207,1203
518,908.49087,1.05e-31,4,6,1207,1203
519,908.7083279999999,3.74e-32,5,6,1207,1203
520,908.807525,1.0199999999999998e-31,4,6,1207,1203
521,908.8599939999999,2.2099999999999998e-32,4,6,1207,1203
522,909.2451980000001,2.94e-31,4,6,1207,1203
523,909.501718,5.46e-33,4,6,1207,1203
524,909.659308,1.4399999999999999e-32,4,6,1207,1203
525,910.215623,4.0199999999999994e-32,4,6,1207,1203
526,910.3318720000001,2.39e-32,5,6,1207,1203
